Edges in the graph (u, v, w):
(455, 929, 15)
(455, 668, 49)
(455, 873, 22)
(456, 656, 8)
(456, 491, 31)
(456, 707, 49)
(456, 527, 11)
(456, 834, 5)
(456, 857, 22)
(456, 778, 30)
(456, 868, 30)
(456, 923, 35)
(456, 763, 16)
(456, 588, 2)
(456, 614, 9)
(457, 944, 32)
(457, 503, 12)
(457, 904, 37)
(457, 469, 18)
(457, 689, 48)
(457, 627, 23)
(457, 870, 10)
(457, 841, 30)
(457, 685, 28)
(457, 783, 8)
(457, 702, 11)
(458, 995, 46)
(458, 870, 6)
(458, 976, 36)
(458, 518, 31)
(458, 475, 48)
(458, 750, 49)
(458, 984, 31)
(458, 523, 25)
(458, 621, 49)
(458, 642, 33)
(459, 985, 4)
(459, 744, 42)
(459, 604, 46)
(459, 972, 28)
(459, 514, 12)
(459, 809, 20)
(459, 633, 39)
(459, 664, 30)
(459, 672, 47)
(459, 952, 34)
(459, 474, 16)
(459, 869, 32)
(459, 586, 31)
(460, 835, 19)
(460, 750, 44)
(460, 533, 44)
(460, 581, 2)
(460, 724, 40)
(460, 680, 22)
(460, 710, 21)
(460, 808, 32)
(461, 985, 39)
(461, 604, 18)
(461, 489, 18)
(461, 736, 28)
(461, 954, 37)
(461, 510, 43)
(462, 750, 12)
(462, 850, 2)
(462, 933, 47)
(462, 490, 8)
(462, 995, 30)
(462, 486, 44)
(462, 557, 19)
(462, 517, 41)
(462, 735, 17)
(462, 891, 5)
(463, 995, 24)
(463, 751, 46)
(463, 971, 48)
(463, 657, 46)
(463, 712, 1)
(463, 552, 31)
(464, 650, 42)
(464, 540, 32)
(464, 872, 3)
(464, 781, 37)
(464, 712, 12)
(464, 651, 19)
(464, 761, 4)
(464, 889, 15)
(464, 786, 3)
(464, 754, 11)
(464, 953, 50)
(464, 466, 35)
(465, 605, 30)
(465, 685, 7)
(465, 978, 40)
(465, 835, 45)
(465, 787, 4)
(465, 803, 33)
(465, 610, 25)
(466, 646, 35)
(466, 656, 29)
(466, 887, 39)
(466, 579, 16)
(466, 828, 10)
(466, 979, 37)
(466, 591, 23)
(466, 511, 41)
(466, 512, 14)
(466, 954, 49)
(466, 995, 6)
(466, 858, 20)
(467, 479, 38)
(467, 666, 31)
(467, 626, 2)
(467, 793, 29)
(467, 589, 9)
(467, 499, 3)
(467, 693, 5)
(468, 791, 16)
(468, 851, 46)
(468, 617, 28)
(468, 870, 6)
(468, 901, 37)
(468, 859, 23)
(468, 988, 46)
(468, 856, 2)
(469, 868, 18)
(469, 713, 31)
(469, 903, 17)
(469, 873, 34)
(469, 893, 17)
(469, 657, 19)
(469, 843, 45)
(469, 906, 10)
(469, 939, 31)
(470, 670, 42)
(470, 533, 36)
(470, 485, 35)
(470, 876, 32)
(470, 530, 26)
(470, 948, 30)
(470, 659, 13)
(470, 489, 41)
(470, 988, 6)
(470, 568, 44)
(470, 786, 28)
(470, 731, 4)
(470, 580, 50)
(471, 830, 6)
(471, 742, 20)
(471, 688, 46)
(471, 876, 7)
(471, 778, 39)
(471, 817, 16)
(471, 762, 46)
(471, 818, 3)
(471, 652, 49)
(471, 959, 30)
(471, 829, 11)
(472, 669, 49)
(472, 779, 37)
(472, 844, 6)
(472, 507, 16)
(472, 851, 31)
(472, 665, 6)
(472, 793, 23)
(472, 641, 34)
(472, 804, 8)
(472, 935, 50)
(472, 733, 10)
(472, 482, 20)
(472, 822, 7)
(473, 947, 44)
(473, 520, 22)
(473, 908, 49)
(473, 548, 49)
(473, 845, 37)
(473, 758, 27)
(473, 832, 44)
(473, 494, 39)
(473, 739, 49)
(473, 881, 22)
(473, 954, 8)
(473, 534, 5)
(473, 802, 9)
(473, 537, 28)
(473, 953, 7)
(473, 711, 47)
(474, 916, 27)
(474, 602, 29)
(474, 543, 40)
(474, 834, 46)
(474, 919, 15)
(474, 598, 32)
(474, 513, 14)
(474, 777, 13)
(474, 943, 16)
(474, 697, 50)
(474, 538, 13)
(474, 623, 18)
(474, 860, 30)
(474, 544, 28)
(475, 514, 42)
(475, 704, 49)
(475, 677, 44)
(475, 707, 43)
(475, 726, 30)
(475, 686, 3)
(475, 527, 35)
(475, 647, 8)
(475, 845, 25)
(475, 616, 23)
(475, 869, 2)
(475, 698, 21)
(475, 540, 3)
(476, 559, 23)
(476, 925, 11)
(476, 548, 50)
(476, 541, 38)
(476, 747, 35)
(476, 784, 48)
(476, 742, 9)
(476, 714, 23)
(476, 521, 3)
(476, 681, 15)
(476, 884, 18)
(476, 990, 34)
(477, 693, 15)
(477, 802, 45)
(477, 832, 42)
(477, 754, 19)
(477, 897, 36)
(477, 766, 28)
(477, 601, 35)
(477, 580, 12)
(477, 596, 44)
(477, 503, 24)
(477, 886, 28)
(477, 748, 43)
(477, 699, 8)
(477, 726, 19)
(478, 728, 34)
(478, 878, 16)
(478, 836, 25)
(478, 839, 45)
(478, 565, 2)
(478, 939, 22)
(479, 853, 24)
(479, 990, 8)
(479, 763, 40)
(479, 941, 25)
(479, 602, 35)
(479, 967, 23)
(479, 730, 48)
(479, 639, 47)
(479, 870, 48)
(479, 960, 22)
(479, 744, 39)
(479, 664, 49)
(479, 837, 24)
(480, 723, 21)
(480, 635, 25)
(480, 931, 49)
(480, 881, 18)
(480, 760, 35)
(480, 997, 4)
(480, 535, 38)
(480, 632, 31)
(481, 523, 44)
(481, 696, 5)
(481, 951, 38)
(481, 856, 38)
(481, 499, 37)
(481, 671, 2)
(481, 702, 30)
(481, 610, 20)
(481, 919, 8)
(481, 994, 16)
(481, 809, 15)
(481, 896, 31)
(481, 973, 8)
(481, 524, 46)
(481, 923, 36)
(481, 511, 45)
(481, 945, 38)
(481, 562, 8)
(481, 498, 18)
(482, 921, 32)
(482, 787, 49)
(482, 603, 29)
(482, 688, 40)
(482, 773, 5)
(482, 644, 13)
(482, 494, 29)
(482, 633, 37)
(482, 749, 3)
(483, 837, 32)
(483, 833, 21)
(483, 834, 14)
(483, 500, 42)
(483, 858, 23)
(483, 772, 3)
(483, 548, 1)
(483, 964, 1)
(483, 971, 16)
(483, 945, 11)
(483, 745, 41)
(483, 778, 8)
(483, 782, 29)
(483, 721, 37)
(483, 545, 10)
(484, 535, 19)
(484, 934, 24)
(484, 785, 43)
(484, 525, 11)
(484, 855, 9)
(484, 545, 13)
(484, 834, 21)
(484, 891, 17)
(484, 955, 33)
(484, 743, 29)
(484, 518, 20)
(484, 701, 12)
(484, 561, 28)
(484, 728, 12)
(484, 894, 18)
(484, 671, 42)
(484, 783, 36)
(485, 930, 45)
(485, 712, 30)
(485, 524, 30)
(485, 865, 29)
(485, 647, 28)
(485, 812, 44)
(485, 758, 41)
(486, 873, 25)
(486, 990, 44)
(486, 778, 37)
(486, 741, 35)
(486, 598, 36)
(486, 805, 16)
(486, 614, 17)
(486, 995, 16)
(486, 880, 48)
(487, 803, 14)
(487, 529, 47)
(487, 846, 45)
(487, 633, 39)
(488, 810, 36)
(488, 705, 30)
(488, 999, 28)
(488, 508, 49)
(488, 603, 18)
(488, 893, 40)
(488, 636, 41)
(488, 939, 20)
(488, 772, 10)
(488, 498, 28)
(488, 976, 20)
(488, 585, 19)
(489, 889, 12)
(489, 501, 23)
(489, 719, 35)
(489, 639, 29)
(489, 718, 10)
(489, 922, 25)
(489, 606, 4)
(489, 734, 50)
(489, 584, 36)
(489, 879, 24)
(489, 505, 1)
(489, 920, 41)
(489, 980, 44)
(490, 540, 7)
(490, 693, 25)
(490, 606, 13)
(490, 771, 8)
(491, 585, 38)
(491, 738, 49)
(491, 609, 13)
(491, 893, 20)
(491, 835, 7)
(491, 685, 3)
(491, 868, 22)
(491, 582, 27)
(491, 706, 41)
(491, 995, 36)
(491, 983, 11)
(491, 892, 11)
(491, 844, 43)
(492, 707, 14)
(492, 567, 4)
(492, 920, 50)
(492, 777, 48)
(492, 812, 18)
(492, 980, 16)
(492, 897, 39)
(492, 551, 5)
(492, 573, 32)
(492, 562, 37)
(492, 617, 25)
(492, 756, 1)
(493, 758, 34)
(493, 973, 44)
(493, 601, 44)
(493, 507, 24)
(493, 900, 3)
(493, 595, 22)
(493, 847, 35)
(493, 905, 49)
(493, 826, 17)
(493, 877, 12)
(493, 819, 39)
(493, 770, 30)
(493, 558, 11)
(493, 699, 3)
(494, 881, 45)
(494, 832, 1)
(494, 778, 27)
(494, 882, 31)
(494, 933, 35)
(494, 511, 46)
(494, 932, 17)
(494, 849, 16)
(494, 846, 44)
(494, 614, 20)
(494, 949, 32)
(494, 908, 9)
(494, 985, 16)
(494, 687, 19)
(495, 808, 24)
(495, 830, 29)
(495, 643, 19)
(495, 713, 21)
(495, 933, 8)
(496, 753, 15)
(496, 774, 14)
(496, 512, 1)
(496, 726, 28)
(496, 799, 45)
(496, 822, 48)
(496, 595, 40)
(496, 644, 38)
(496, 740, 1)
(496, 570, 11)
(497, 644, 50)
(497, 922, 28)
(497, 661, 1)
(497, 909, 16)
(497, 507, 19)
(497, 766, 39)
(497, 583, 38)
(497, 917, 24)
(497, 645, 22)
(498, 614, 16)
(498, 545, 31)
(498, 766, 26)
(498, 870, 31)
(498, 847, 31)
(498, 627, 44)
(499, 704, 48)
(499, 723, 46)
(499, 619, 14)
(499, 621, 37)
(499, 784, 22)
(499, 551, 19)
(499, 722, 34)
(500, 843, 44)
(500, 757, 34)
(500, 689, 21)
(500, 881, 16)
(500, 685, 46)
(500, 847, 27)
(500, 635, 35)
(500, 577, 10)
(500, 790, 48)
(501, 907, 18)
(501, 895, 21)
(501, 737, 29)
(501, 912, 29)
(501, 891, 7)
(501, 934, 11)
(501, 670, 23)
(501, 597, 47)
(501, 522, 30)
(502, 538, 38)
(502, 976, 8)
(502, 845, 8)
(502, 981, 49)
(502, 600, 20)
(502, 816, 43)
(502, 710, 30)
(502, 807, 39)
(502, 953, 15)
(502, 912, 45)
(502, 864, 14)
(502, 916, 20)
(503, 929, 49)
(503, 655, 43)
(503, 951, 29)
(503, 609, 23)
(503, 725, 42)
(503, 899, 24)
(503, 890, 49)
(503, 977, 24)
(503, 621, 8)
(504, 875, 40)
(504, 953, 17)
(504, 821, 31)
(504, 907, 41)
(504, 579, 45)
(504, 598, 46)
(504, 726, 22)
(504, 582, 48)
(504, 608, 35)
(504, 765, 49)
(504, 675, 20)
(504, 543, 16)
(504, 526, 25)
(505, 759, 26)
(505, 681, 35)
(505, 847, 22)
(505, 691, 31)
(505, 905, 28)
(505, 875, 21)
(505, 935, 26)
(505, 796, 39)
(505, 542, 26)
(505, 734, 18)
(505, 849, 1)
(505, 955, 37)
(506, 890, 23)
(506, 898, 39)
(506, 883, 25)
(506, 832, 11)
(506, 958, 46)
(506, 928, 15)
(506, 586, 27)
(506, 813, 34)
(506, 679, 49)
(506, 552, 26)
(507, 720, 18)
(507, 601, 26)
(507, 522, 45)
(507, 947, 39)
(507, 670, 22)
(507, 615, 28)
(507, 757, 46)
(507, 678, 1)
(508, 876, 31)
(508, 510, 38)
(508, 753, 23)
(508, 899, 46)
(508, 942, 6)
(508, 601, 42)
(508, 586, 3)
(509, 870, 50)
(509, 725, 35)
(509, 600, 6)
(509, 590, 18)
(509, 622, 46)
(509, 645, 28)
(509, 808, 48)
(509, 918, 30)
(510, 618, 43)
(510, 565, 33)
(510, 733, 36)
(510, 922, 9)
(510, 769, 9)
(510, 989, 15)
(510, 674, 37)
(510, 563, 43)
(510, 768, 45)
(510, 846, 40)
(510, 901, 24)
(511, 776, 50)
(511, 706, 27)
(511, 819, 24)
(511, 944, 5)
(511, 626, 41)
(511, 865, 49)
(511, 556, 16)
(511, 652, 31)
(512, 842, 14)
(512, 631, 14)
(512, 558, 13)
(512, 657, 18)
(512, 794, 9)
(512, 553, 42)
(512, 534, 33)
(512, 994, 46)
(512, 973, 41)
(512, 594, 16)
(513, 873, 7)
(513, 924, 11)
(513, 597, 6)
(513, 957, 17)
(513, 708, 39)
(513, 563, 28)
(513, 692, 12)
(513, 895, 26)
(513, 600, 43)
(513, 990, 11)
(513, 791, 11)
(513, 590, 2)
(513, 973, 31)
(514, 636, 30)
(514, 923, 35)
(514, 778, 35)
(514, 780, 16)
(514, 735, 2)
(514, 714, 21)
(514, 762, 9)
(514, 795, 29)
(514, 635, 14)
(514, 710, 46)
(514, 573, 31)
(514, 937, 23)
(515, 936, 13)
(515, 868, 14)
(515, 806, 22)
(515, 904, 42)
(515, 724, 24)
(515, 750, 35)
(515, 641, 13)
(515, 679, 24)
(515, 730, 29)
(516, 841, 31)
(516, 781, 25)
(516, 825, 27)
(516, 907, 43)
(516, 584, 22)
(516, 775, 11)
(516, 891, 21)
(516, 992, 17)
(516, 673, 30)
(516, 620, 19)
(517, 638, 1)
(517, 997, 39)
(517, 662, 21)
(517, 553, 46)
(517, 629, 10)
(517, 878, 16)
(517, 846, 10)
(518, 920, 5)
(518, 958, 30)
(518, 598, 20)
(518, 550, 35)
(518, 651, 11)
(518, 625, 11)
(518, 909, 6)
(518, 555, 12)
(518, 730, 49)
(519, 957, 24)
(519, 635, 9)
(519, 764, 50)
(519, 977, 31)
(519, 772, 26)
(519, 996, 32)
(519, 628, 1)
(520, 529, 44)
(520, 541, 20)
(520, 654, 14)
(520, 704, 9)
(520, 736, 30)
(520, 754, 3)
(520, 978, 40)
(520, 616, 1)
(520, 607, 24)
(520, 743, 17)
(521, 538, 17)
(521, 851, 43)
(521, 629, 19)
(521, 630, 48)
(521, 780, 18)
(521, 895, 35)
(521, 916, 18)
(521, 551, 32)
(521, 734, 6)
(521, 541, 17)
(521, 918, 6)
(522, 837, 29)
(522, 899, 19)
(522, 686, 16)
(522, 843, 40)
(522, 723, 3)
(522, 547, 15)
(522, 604, 24)
(522, 719, 18)
(522, 829, 40)
(523, 529, 44)
(523, 581, 29)
(523, 837, 50)
(523, 987, 5)
(523, 839, 17)
(523, 843, 13)
(523, 709, 28)
(524, 681, 8)
(524, 569, 23)
(524, 704, 46)
(524, 558, 24)
(524, 797, 30)
(524, 987, 15)
(524, 850, 38)
(524, 768, 26)
(524, 980, 40)
(524, 597, 6)
(525, 708, 35)
(525, 748, 16)
(525, 638, 11)
(525, 869, 10)
(525, 776, 37)
(525, 964, 10)
(525, 947, 33)
(525, 828, 7)
(525, 987, 48)
(525, 968, 24)
(525, 846, 10)
(525, 788, 34)
(526, 645, 8)
(526, 751, 43)
(526, 868, 21)
(526, 864, 11)
(526, 726, 3)
(526, 724, 25)
(526, 589, 30)
(526, 543, 2)
(526, 775, 26)
(526, 854, 29)
(526, 642, 49)
(526, 791, 19)
(526, 872, 45)
(527, 794, 4)
(527, 729, 31)
(527, 923, 40)
(527, 619, 14)
(527, 740, 42)
(527, 831, 15)
(527, 728, 31)
(527, 867, 44)
(527, 858, 2)
(527, 559, 34)
(527, 604, 49)
(527, 877, 14)
(527, 878, 37)
(528, 584, 39)
(528, 569, 29)
(528, 734, 44)
(528, 619, 29)
(528, 822, 42)
(528, 784, 3)
(528, 981, 9)
(528, 843, 16)
(528, 926, 29)
(528, 994, 19)
(529, 660, 24)
(529, 798, 15)
(529, 649, 4)
(529, 726, 13)
(529, 648, 18)
(529, 857, 43)
(529, 809, 47)
(529, 826, 12)
(529, 791, 49)
(530, 978, 8)
(530, 701, 3)
(530, 849, 49)
(530, 934, 49)
(530, 937, 6)
(530, 805, 2)
(530, 705, 28)
(530, 956, 2)
(530, 923, 18)
(530, 873, 41)
(531, 676, 9)
(531, 905, 7)
(531, 892, 6)
(531, 651, 34)
(531, 736, 5)
(531, 933, 43)
(531, 585, 20)
(531, 705, 49)
(532, 859, 36)
(532, 778, 36)
(532, 896, 43)
(532, 949, 12)
(532, 659, 18)
(532, 716, 40)
(532, 837, 4)
(532, 697, 1)
(532, 970, 22)
(532, 726, 22)
(532, 739, 39)
(532, 564, 1)
(533, 597, 49)
(533, 646, 45)
(533, 655, 39)
(533, 874, 16)
(533, 739, 28)
(533, 880, 21)
(533, 826, 16)
(533, 840, 38)
(534, 812, 24)
(534, 787, 4)
(534, 859, 47)
(534, 770, 44)
(534, 956, 14)
(534, 626, 35)
(534, 972, 3)
(534, 625, 36)
(534, 954, 12)
(534, 771, 37)
(535, 572, 48)
(535, 963, 4)
(535, 690, 1)
(535, 988, 4)
(535, 885, 14)
(535, 884, 32)
(536, 592, 19)
(536, 991, 41)
(536, 761, 15)
(536, 981, 33)
(536, 899, 32)
(536, 610, 39)
(536, 907, 43)
(536, 932, 8)
(536, 796, 5)
(537, 650, 1)
(537, 591, 22)
(537, 634, 23)
(537, 626, 18)
(537, 905, 18)
(537, 990, 1)
(537, 566, 24)
(537, 687, 39)
(537, 987, 41)
(537, 683, 35)
(538, 579, 24)
(538, 811, 2)
(538, 962, 17)
(538, 661, 42)
(538, 984, 10)
(538, 829, 18)
(538, 596, 31)
(538, 880, 47)
(538, 732, 41)
(538, 994, 39)
(538, 930, 47)
(539, 891, 43)
(539, 973, 17)
(539, 554, 41)
(539, 645, 36)
(539, 650, 14)
(539, 901, 6)
(539, 766, 13)
(539, 684, 40)
(539, 975, 4)
(539, 631, 13)
(539, 880, 23)
(540, 625, 42)
(540, 744, 41)
(540, 669, 10)
(540, 890, 36)
(540, 711, 31)
(540, 636, 5)
(540, 653, 6)
(540, 724, 49)
(540, 845, 49)
(541, 709, 3)
(541, 691, 10)
(541, 700, 44)
(541, 809, 37)
(541, 571, 37)
(541, 604, 7)
(541, 628, 36)
(541, 859, 42)
(542, 885, 39)
(542, 862, 37)
(542, 586, 2)
(542, 552, 11)
(542, 936, 14)
(543, 567, 7)
(543, 677, 45)
(543, 769, 9)
(543, 646, 25)
(543, 999, 23)
(544, 670, 47)
(544, 966, 34)
(544, 810, 19)
(544, 666, 17)
(544, 665, 16)
(544, 824, 32)
(544, 732, 4)
(544, 712, 34)
(544, 658, 27)
(544, 655, 22)
(544, 886, 37)
(544, 838, 44)
(544, 616, 5)
(544, 636, 30)
(545, 940, 41)
(545, 845, 6)
(545, 983, 16)
(545, 618, 35)
(545, 735, 48)
(545, 615, 31)
(545, 813, 35)
(545, 721, 8)
(546, 612, 23)
(546, 973, 39)
(546, 753, 23)
(546, 870, 31)
(546, 655, 8)
(546, 809, 47)
(546, 953, 46)
(546, 759, 50)
(546, 957, 23)
(546, 607, 35)
(546, 707, 15)
(546, 580, 25)
(547, 750, 34)
(547, 791, 4)
(547, 640, 10)
(547, 818, 42)
(547, 733, 25)
(547, 714, 27)
(547, 899, 23)
(547, 721, 10)
(547, 549, 43)
(548, 956, 15)
(548, 593, 34)
(548, 772, 38)
(548, 591, 38)
(548, 843, 31)
(548, 699, 7)
(548, 664, 44)
(549, 999, 32)
(549, 684, 49)
(549, 685, 50)
(549, 656, 21)
(549, 738, 47)
(549, 799, 43)
(550, 798, 41)
(550, 893, 26)
(550, 795, 28)
(550, 565, 23)
(550, 719, 31)
(550, 755, 2)
(550, 769, 43)
(550, 915, 44)
(550, 655, 45)
(550, 763, 35)
(550, 935, 34)
(551, 862, 3)
(551, 784, 41)
(551, 857, 28)
(551, 573, 31)
(551, 945, 44)
(551, 592, 15)
(551, 615, 4)
(551, 976, 40)
(551, 647, 6)
(551, 874, 20)
(552, 611, 14)
(552, 710, 28)
(552, 556, 31)
(552, 608, 5)
(552, 999, 20)
(552, 635, 20)
(552, 889, 22)
(553, 591, 24)
(553, 675, 39)
(553, 795, 15)
(553, 893, 41)
(553, 615, 29)
(554, 639, 50)
(554, 683, 16)
(554, 695, 33)
(555, 673, 49)
(555, 622, 44)
(555, 995, 13)
(555, 999, 32)
(555, 561, 47)
(555, 968, 34)
(555, 655, 33)
(555, 998, 18)
(555, 575, 50)
(555, 564, 42)
(556, 934, 21)
(556, 889, 22)
(556, 664, 31)
(556, 684, 45)
(556, 749, 38)
(556, 900, 39)
(556, 662, 48)
(556, 707, 46)
(556, 896, 23)
(556, 762, 40)
(556, 910, 49)
(556, 671, 47)
(557, 820, 5)
(557, 589, 32)
(557, 637, 33)
(557, 652, 13)
(557, 977, 46)
(557, 924, 39)
(557, 566, 27)
(557, 943, 17)
(557, 844, 38)
(558, 732, 32)
(558, 875, 19)
(558, 849, 38)
(558, 891, 25)
(558, 912, 15)
(558, 901, 26)
(558, 936, 50)
(558, 943, 38)
(558, 706, 28)
(558, 652, 3)
(559, 991, 36)
(559, 717, 45)
(559, 798, 48)
(559, 835, 45)
(559, 822, 40)
(559, 855, 49)
(559, 560, 28)
(560, 978, 5)
(560, 702, 21)
(560, 589, 20)
(560, 705, 44)
(560, 666, 41)
(560, 565, 23)
(560, 644, 8)
(560, 759, 32)
(561, 947, 16)
(561, 859, 40)
(561, 579, 40)
(561, 567, 11)
(561, 904, 42)
(561, 940, 10)
(561, 681, 48)
(562, 650, 16)
(562, 984, 34)
(562, 565, 40)
(562, 889, 32)
(563, 820, 2)
(563, 721, 24)
(563, 875, 37)
(563, 862, 48)
(563, 932, 19)
(563, 883, 50)
(563, 895, 46)
(563, 602, 48)
(563, 592, 43)
(563, 736, 30)
(563, 835, 4)
(563, 995, 25)
(563, 684, 10)
(564, 622, 1)
(564, 868, 31)
(564, 592, 19)
(564, 786, 3)
(564, 663, 8)
(564, 702, 6)
(564, 589, 39)
(564, 877, 45)
(564, 802, 39)
(564, 698, 45)
(565, 902, 15)
(565, 615, 43)
(565, 895, 38)
(565, 839, 1)
(565, 970, 33)
(565, 959, 14)
(566, 935, 15)
(566, 724, 9)
(566, 598, 11)
(566, 687, 44)
(566, 689, 10)
(566, 597, 18)
(567, 678, 32)
(567, 991, 25)
(567, 720, 50)
(567, 649, 8)
(567, 857, 29)
(567, 755, 28)
(568, 918, 38)
(568, 682, 1)
(568, 644, 2)
(568, 759, 43)
(568, 849, 14)
(568, 748, 25)
(568, 604, 44)
(569, 754, 33)
(569, 604, 11)
(569, 926, 22)
(569, 706, 49)
(569, 893, 3)
(569, 885, 4)
(569, 669, 28)
(570, 830, 25)
(570, 619, 17)
(570, 884, 48)
(570, 661, 9)
(570, 580, 19)
(570, 708, 30)
(570, 678, 7)
(571, 898, 49)
(571, 889, 35)
(571, 922, 20)
(571, 666, 13)
(572, 646, 4)
(572, 849, 30)
(572, 727, 50)
(572, 754, 16)
(572, 913, 46)
(572, 960, 39)
(572, 603, 14)
(572, 975, 37)
(572, 693, 3)
(572, 739, 20)
(573, 986, 43)
(573, 991, 29)
(573, 944, 21)
(573, 919, 45)
(573, 729, 29)
(573, 628, 9)
(573, 588, 47)
(573, 909, 29)
(573, 694, 11)
(574, 922, 35)
(574, 649, 50)
(574, 727, 8)
(574, 777, 46)
(574, 987, 34)
(574, 856, 3)
(574, 993, 40)
(574, 887, 43)
(574, 985, 26)
(575, 944, 44)
(575, 950, 19)
(575, 883, 27)
(575, 696, 10)
(575, 927, 41)
(576, 788, 20)
(576, 726, 39)
(576, 861, 49)
(576, 679, 26)
(576, 957, 11)
(576, 744, 33)
(577, 978, 39)
(577, 694, 36)
(577, 608, 20)
(577, 974, 4)
(577, 737, 44)
(577, 901, 43)
(577, 764, 50)
(577, 913, 25)
(578, 874, 31)
(578, 679, 46)
(578, 593, 13)
(578, 986, 1)
(578, 595, 5)
(578, 727, 31)
(578, 800, 45)
(579, 737, 35)
(579, 972, 40)
(579, 761, 50)
(579, 907, 34)
(579, 707, 1)
(579, 940, 3)
(579, 979, 21)
(579, 999, 28)
(579, 785, 47)
(580, 707, 32)
(580, 957, 8)
(580, 889, 47)
(580, 636, 27)
(580, 705, 12)
(580, 612, 40)
(580, 727, 9)
(580, 842, 34)
(580, 967, 40)
(580, 820, 12)
(580, 969, 43)
(581, 757, 42)
(581, 935, 48)
(581, 819, 8)
(581, 869, 22)
(581, 582, 47)
(581, 918, 15)
(581, 674, 38)
(581, 966, 1)
(581, 844, 4)
(581, 727, 21)
(581, 762, 3)
(582, 978, 8)
(582, 797, 9)
(582, 836, 9)
(582, 762, 16)
(582, 697, 48)
(583, 850, 30)
(583, 857, 27)
(583, 874, 33)
(583, 818, 2)
(583, 691, 39)
(583, 796, 49)
(583, 628, 30)
(583, 654, 24)
(583, 774, 6)
(583, 798, 49)
(583, 674, 2)
(584, 638, 4)
(584, 641, 48)
(584, 645, 13)
(584, 670, 26)
(584, 595, 8)
(584, 609, 32)
(584, 789, 10)
(584, 730, 11)
(585, 760, 30)
(585, 826, 2)
(585, 825, 28)
(585, 818, 42)
(585, 850, 4)
(585, 992, 36)
(586, 676, 28)
(586, 667, 34)
(586, 831, 14)
(586, 835, 43)
(586, 662, 44)
(586, 934, 23)
(587, 607, 13)
(587, 768, 21)
(587, 651, 23)
(587, 841, 22)
(587, 670, 26)
(587, 957, 9)
(587, 628, 9)
(587, 878, 19)
(587, 985, 47)
(587, 703, 39)
(588, 720, 36)
(588, 637, 25)
(588, 678, 46)
(588, 973, 26)
(588, 915, 7)
(588, 713, 6)
(588, 759, 3)
(589, 969, 4)
(589, 680, 23)
(589, 781, 1)
(589, 608, 19)
(589, 704, 31)
(589, 780, 9)
(589, 991, 23)
(589, 845, 43)
(589, 740, 23)
(589, 979, 42)
(590, 826, 34)
(590, 741, 40)
(590, 748, 33)
(590, 894, 41)
(590, 898, 30)
(590, 660, 10)
(590, 666, 1)
(590, 922, 32)
(591, 849, 17)
(591, 744, 8)
(591, 600, 10)
(591, 992, 2)
(591, 908, 20)
(591, 939, 39)
(591, 609, 47)
(591, 902, 10)
(592, 724, 40)
(592, 729, 3)
(592, 969, 4)
(592, 936, 19)
(593, 937, 4)
(593, 824, 23)
(593, 840, 18)
(593, 727, 34)
(593, 979, 5)
(593, 756, 20)
(593, 695, 33)
(593, 719, 50)
(593, 605, 44)
(594, 691, 9)
(594, 923, 36)
(594, 705, 21)
(594, 909, 8)
(594, 945, 22)
(594, 647, 7)
(594, 918, 22)
(595, 843, 29)
(595, 943, 37)
(595, 907, 19)
(595, 641, 18)
(595, 771, 1)
(595, 645, 5)
(596, 760, 50)
(596, 638, 25)
(596, 787, 22)
(596, 887, 19)
(597, 987, 8)
(597, 880, 38)
(597, 620, 30)
(597, 931, 14)
(597, 979, 3)
(597, 727, 48)
(597, 998, 46)
(598, 913, 2)
(598, 994, 2)
(598, 975, 35)
(598, 637, 18)
(598, 634, 13)
(598, 730, 29)
(598, 881, 19)
(598, 873, 13)
(599, 716, 44)
(599, 809, 37)
(599, 691, 13)
(599, 926, 7)
(599, 942, 30)
(599, 620, 4)
(599, 679, 8)
(599, 778, 50)
(599, 684, 50)
(599, 996, 34)
(599, 835, 10)
(599, 800, 2)
(600, 661, 50)
(600, 707, 49)
(600, 886, 2)
(600, 976, 47)
(600, 867, 31)
(600, 764, 36)
(600, 714, 15)
(600, 978, 48)
(601, 919, 9)
(601, 866, 38)
(601, 962, 33)
(601, 759, 36)
(601, 693, 2)
(601, 801, 47)
(602, 750, 48)
(602, 802, 20)
(602, 759, 12)
(602, 808, 9)
(602, 705, 15)
(602, 885, 2)
(602, 978, 26)
(602, 804, 12)
(602, 840, 19)
(603, 836, 32)
(603, 743, 40)
(603, 980, 5)
(603, 929, 45)
(604, 972, 11)
(604, 893, 38)
(604, 775, 42)
(604, 865, 49)
(604, 967, 47)
(605, 744, 39)
(605, 780, 2)
(605, 977, 21)
(605, 693, 27)
(605, 966, 42)
(605, 798, 45)
(605, 923, 40)
(606, 813, 26)
(606, 848, 28)
(606, 805, 32)
(606, 654, 8)
(606, 612, 31)
(606, 824, 9)
(606, 914, 34)
(606, 984, 23)
(606, 624, 3)
(606, 784, 26)
(606, 982, 16)
(606, 798, 40)
(606, 804, 40)
(607, 890, 9)
(607, 792, 38)
(607, 653, 22)
(607, 721, 7)
(607, 620, 3)
(607, 622, 28)
(608, 844, 21)
(608, 902, 15)
(608, 988, 19)
(608, 899, 10)
(608, 917, 24)
(608, 800, 11)
(608, 883, 8)
(609, 774, 46)
(609, 822, 33)
